frame_id,prompt,cause,effect,link_type,strength
1,Measuring distance with a tape measure ensures accuracy,using tape measure,distance measured,causal,0.761
1,Prying open stuck parts with a crowbar frees them,using crowbar,parts freed,causal,0.759
1,Sifting flour through a sifter removes lumps easily,sifting,flour sifted,causal,0.724
1,A funnel pours liquids smoothly into small containers,using funnel,liquids poured,causal,0.788
1,Cutting strings with scissors releases their tension,cutting string,tension released,causal,0.778
1,Using a chisel removes small amounts of material precisely,using chisel,material removed,causal,0.717
1,A drill drives screws into wood quickly and easily,drilling,screws driven,causal,0.779
1,A wire stripper strips insulation from electrical wires,using wire stripper,insulation stripped,causal,0.749
1,Tying knots with twine secures loads tightly,tying knots,loads secured,causal,0.830
1,Cutting grass with pruning shears keeps it neat,cutting grass,grass trimmed,causal,0.757
1,Soldering wires connects electronic components firmly,soldering,components connected,causal,0.817
1,A pipelayer inserts pipes into place easily,using pipelayer,pipes inserted,causal,0.732
1,Using a planer smooths wood surfaces evenly,using planer,surfaces smoothed,causal,0.768
1,Cutting fabric with scissors creates clean edges,cutting fabric,edges clean,causal,0.769
1,Tightening a nut with a wrench secures it firmly,wrenching,nut tightened,causal,0.770
1,A wire gripper holds wires securely in place,using wire gripper,wires held,causal,0.736
1,Sewing fabric together creates strong seams,sewing,seams strong,causal,0.806
1,Using a tape dispenser unwinds tape neatly,using tape dispenser,tape unwound,causal,0.781
1,Cutting metal with tin snips creates clean edges,cutting metal,edges clean,causal,0.757
1,Tying shoelaces keeps shoes secure and tight,tying laces,shoes secured,causal,0.722
1,A level ensures surfaces are perfectly aligned,using level,surfaces aligned,causal,0.756
1,Cutting rope with a knife releases its tension,cutting rope,tension released,causal,0.710
1,A carpenter taps nails in place with precision using a hammer,using hammer,nails tap into place,enables,0.718
1,A chef smoothly spreads butter on bread with a knife,using knife,butter spreads evenly,causal,0.713
1,A gardener efficiently waters plants using an irrigation hose,using irrigation hose,plants receive water,causal,0.748
1,A mechanic easily turns a bolt with a wrench,using wrench,bolt turns,causal,0.771
1,A handyman neatly cuts wood planks using a saw,using saw,wood planks cut,causal,0.713
1,A scientist carefully pours liquid into test tubes with a pipette,using pipette,liquid enters test tubes,causal,0.752
1,A mechanic accurately measures distances using a tape measure,using tape measure,distances measured accurately,causal,0.748
1,An artist skillfully mixes colors with paintbrushes,using paintbrushes,colors mixed,causal,0.774
1,A farmer efficiently loads hay into a barn using a forklift,using forklift,hay loaded into barn,causal,0.776
1,An engineer designs precise blueprints with drafting tools,using drafting tools,blueprints designed precisely,causal,0.746
1,A plumber efficiently fixes leaky pipes using a wrench,using wrench,leaky pipes fixed,enables,0.659
1,An architect creates detailed designs with computer software,using computer software,designs created,causal,0.755
1,A mechanic easily rotates a tire with a lug wrench,using lug wrench,tire rotated,causal,0.711
1,An artist skillfully paints fine details with small brushes,using small brushes,fine details painted,causal,0.769
1,A carpenter precisely cuts wood into precise angles using a miter saw,using miter saw,wood cut precisely,causal,0.786
1,An electrician efficiently wires outlets with electrical tape,using electrical tape,outlets wired,causal,0.721
1,A mechanic easily tightens loose bolts using a ratchet,using ratchet,bolts tightened,causal,0.734
1,An artist creates intricate designs with colored pencils,using colored pencils,designs created intricately,causal,0.762
1,A chef efficiently chops vegetables into small pieces using a mandoline,using mandoline,vegetables chopped,causal,0.717
1,An engineer designs efficient systems with CAD software,using CAD software,systems designed efficiently,causal,0.748
1,A mechanic accurately measures air pressure using a gauge,using gauge,air pressure measured accurately,causal,0.734
1,An artist skillfully glues small pieces together with superglue,using superglue,pieces glued together,causal,0.766
1,A carpenter efficiently drives screws into wood using a drill,using drill,screws driven into wood,causal,0.779
1,An electrician easily twists wire around a pipe with pliers,using pliers,wire twisted,causal,0.770
1,A handyman neatly wraps wires around a terminal using electrical tape,using electrical tape,wires wrapped,causal,0.712
1,An artist creates delicate patterns with a paintbrush,using paintbrush,patterns created delicately,causal,0.746
1,A scientist carefully pours chemicals into test tubes using a pipette,using pipette,chemicals poured into test tubes,causal,0.772
1,An engineer designs precise mechanical systems with CAD software,using CAD software,mechanical systems designed precisely,causal,0.780
1,A farmer efficiently loads grain into a silo using a conveyor belt,using conveyor belt,grain loaded into silo,causal,0.742
1,A hammer drives nails securely into wooden planks,using hammer,nails secure,causal,0.773
1,A saw cuts through thick rope with precision and ease,using saw,rope cut,causal,0.740
1,A screwdriver turns screws smoothly into plastic handles,using screwdriver,screws secure,causal,0.747
1,Pliers grip and bend metal wire into desired shapes,using pliers,wire bends,causal,0.761
1,A file smooths out rough edges on a wooden board,using file,edges smooth,causal,0.779
1,Tongs carefully lift and move hot metal ingots,using tongs,ingots lifted,causal,0.716
1,A level ensures a table is perfectly horizontal,using level,table level,causal,0.781
1,Gloves protect hands from sharp tools and debris,wearing gloves,hands protected,causal,0.737
1,A wrench loosens stubborn bolts with ease,using wrench,bolts loosen,causal,0.713
1,Pencils sharpened to precise points for artistic work,sharpening pencils,points sharp,causal,0.744
1,A chisel carefully carves intricate designs on stone,using chisel,designs carved,causal,0.732
1,A staple gun quickly binds papers together tightly,using staple gun,papers bound,causal,0.826
1,Goggles protect eyes from flying debris and sparks,wearing goggles,eyes protected,causal,0.753
1,A ratchet helps loosen stuck parts with ease,using ratchet,parts loosen,enables,0.704
1,A miter saw accurately cuts angled joints in wood,using miter saw,joints cut,causal,0.773
1,A measuring cup pours liquids into precise amounts,using measuring cup,liquids measured,causal,0.716
1,A socket set fits and removes stubborn bolts quickly,using socket set,bolts removed,causal,0.780
1,A utility knife cuts through tough packaging materials,using utility knife,materials cut,causal,0.769
1,A level and plumb line ensures a building is structurally sound,using level and plumb line,building sound,causal,0.714
1,A screwdriver with a built-in level makes precise measurements,using screwdriver,measurements taken,causal,0.786
1,A hammer and chisel carefully shapes stone into artistic forms,using hammer and chisel,stone shaped,causal,0.764
1,A wire stripper efficiently removes insulation from electrical wires,using wire stripper,insulation removed,causal,0.781
1,A sanding block smooths out rough wood surfaces quickly and evenly,using sanding block,surfaces smooth,inhibits,0.669
1,Tweezers carefully grasp and manipulate small objects with precision,using tweezers,objects manipulated,causal,0.739
1,A tape measure accurately measures long distances for construction projects,using tape measure,distances measured,causal,0.760
1,A punch press efficiently stamps metal parts into precise shapes,using punch press,parts stamped,causal,0.739
1,A paintbrush carefully applies thin coats of paint to surfaces,using paintbrush,paint applied,causal,0.724
1,A wrench with a built-in torque indicator ensures precise tightening,using wrench,bolt tightened,causal,0.755
1,Tapping a hammer drives a nail into wood securely,hammering,nail secures in wood,causal,0.715
1,A pair of scissors cuts through thin cardboard easily,using scissors,cardboard cuts,causal,0.767
1,A funnel allows a liquid to flow smoothly into a container,using funnel,liquid flows in container,enables,0.656
1,A saw cuts through thick wood quickly and accurately,using saw,wood cuts,causal,0.789
1,A level tool ensures a shelf is perfectly aligned,using level,shelf aligns,causal,0.729
1,A drill presses a screw into wood firmly,drilling,screw secures in wood,causal,0.759
1,A wrench tightens a loose pipe fitting securely,using wrench,pipe fits tightly,causal,0.748
1,Tongs carefully lift and move hot metal rods,using tongs,hot rods moved safely,causal,0.785
1,A measuring tape accurately measures a room's dimensions,using measuring tape,room measurements taken,causal,0.756
1,Pencils mark precise lines on a blueprint paper,using pencils,lines marked precisely,causal,0.787
1,A chisel removes small pieces of stone from a statue,using chisel,stone removed,causal,0.727
1,Vice grips hold a slippery object firmly in place,using vice grips,object held securely,causal,0.810
1,A plane shaves thin layers of wood from a wooden surface,using plane,wood shaved,causal,0.728
1,A staple gun binds papers together neatly,using staple gun,papers bound,causal,0.738
1,A hammer taps a small nail into wood securely,hammering,nail secures in wood,causal,0.731
1,A file smooths out rough metal edges to perfection,using file,edges smoothed,causal,0.764
1,A screwdriver turns screws into wooden surfaces,using screwdriver,screws secure in wood,causal,0.732
1,A level tool ensures a building's foundation is stable,using level,foundation stabilized,causal,0.715
1,Gauges measure precise dimensions on an engine block,using gauges,dimensions measured precisely,inhibits,0.688
1,A plumb line ensures a building's walls are straight,using plumb line,walls align,causal,0.749
1,A drill press creates precise holes in metal plates,drilling,holes created precisely,causal,0.752
1,A chisel and hammer remove old tile from a floor,using chisel and hammer,tile removed,causal,0.720
1,A wrench loosens a stubborn nut on a rusty pipe,using wrench,nut loosened,causal,0.767
1,Pliers grip and bend a thin metal wire into shape,using pliers,wire bent,causal,0.764
1,A saw blade cuts through thick plastic sheets cleanly,using saw,plastic cut,causal,0.753
1,Tongs carefully lift and move hot ceramic dishes,using tongs,dishes moved safely,causal,0.733
1,A measuring tape measures the width of a narrow beam,using measuring tape,beam measurements taken,causal,0.760
